  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -1.2857142857142858e+02	   1.7142857142857144e+02	  -4.2857142857142861e+01	  -2.1224489795918367e-09	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -4.2857142857142861e+01	  -0.0000000000000000e+00	   4.2857142857142861e+01	   0.0000000000000000e+00	  -5.3061224489795917e-10	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	   4.2857142857142861e+01	  -1.7142857142857144e+02	   1.2857142857142858e+02	   0.0000000000000000e+00	   0.0000000000000000e+00	  -2.1224489795918367e-09	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
  -3.0000000000000000e+02	   4.0000000000000000e+02	  -1.0000000000000000e+02	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -7.4285714285714286e-09	   0.0000000000000000e+00	   0.0000000000000000e+00	
  -1.0000000000000000e+02	  -0.0000000000000000e+00	   1.0000000000000000e+02	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.8571428571428571e-09	   0.0000000000000000e+00	
   1.0000000000000000e+02	  -4.0000000000000000e+02	   3.0000000000000000e+02	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -7.4285714285714286e-09	
   3.9062500000000000e-03	   0.0000000000000000e+00	  -4.8828125000000000e-04	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   3.0000000000000000e+02	   1.0000000000000000e+02	  -1.0000000000000000e+02	
   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -4.0000000000000000e+02	   0.0000000000000000e+00	   4.0000000000000000e+02	
  -4.8828125000000000e-04	   0.0000000000000000e+00	   0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.0000000000000000e+02	  -1.0000000000000000e+02	  -3.0000000000000000e+02	
  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -5.3846153846153859e+13	   6.1538461538461547e+13	  -7.6923076923076943e+12	   1.2857142857142858e+02	   4.2857142857142861e+01	  -4.2857142857142861e+01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	   6.1538461538461547e+13	  -1.2307692307692309e+14	   6.1538461538461547e+13	  -1.7142857142857144e+02	   0.0000000000000000e+00	   1.7142857142857144e+02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -7.6923076923076943e+12	   6.1538461538461547e+13	  -5.3846153846153859e+13	   4.2857142857142861e+01	  -4.2857142857142861e+01	  -1.2857142857142858e+02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
