  -0.0000000e+00	  -1.2857143e+02	  -0.0000000e+00	   1.7142857e+02	  -0.0000000e+00	  -4.2857143e+01	  -2.1224490e-09	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -3.0000000e+02	  -0.0000000e+00	   4.0000000e+02	  -0.0000000e+00	  -1.0000000e+02	  -0.0000000e+00	   0.0000000e+00	  -7.4285714e-09	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -0.0000000e+00	  -4.2857143e+01	  -0.0000000e+00	  -0.0000000e+00	  -0.0000000e+00	   4.2857143e+01	   0.0000000e+00	   0.0000000e+00	  -5.3061224e-10	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
  -1.0000000e+02	  -0.0000000e+00	  -0.0000000e+00	  -0.0000000e+00	   1.0000000e+02	  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	  -1.8571429e-09	   0.0000000e+00	   0.0000000e+00	
  -0.0000000e+00	   4.2857143e+01	  -0.0000000e+00	  -1.7142857e+02	  -0.0000000e+00	   1.2857143e+02	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	  -2.1224490e-09	   0.0000000e+00	
   1.0000000e+02	  -0.0000000e+00	  -4.0000000e+02	  -0.0000000e+00	   3.0000000e+02	  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	  -7.4285714e-09	
   3.9062500e-03	  -0.0000000e+00	   0.0000000e+00	  -0.0000000e+00	  -4.8828125e-04	  -0.0000000e+00	   0.0000000e+00	   3.0000000e+02	   0.0000000e+00	   1.0000000e+02	   0.0000000e+00	  -1.0000000e+02	
  -0.0000000e+00	  -5.3846154e+13	  -0.0000000e+00	   6.1538462e+13	  -0.0000000e+00	  -7.6923077e+12	   1.2857143e+02	   0.0000000e+00	   4.2857143e+01	   0.0000000e+00	  -4.2857143e+01	   0.0000000e+00	
   0.0000000e+00	  -0.0000000e+00	   0.0000000e+00	  -0.0000000e+00	   0.0000000e+00	  -0.0000000e+00	   0.0000000e+00	  -4.0000000e+02	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   4.0000000e+02	
  -0.0000000e+00	   6.1538462e+13	  -0.0000000e+00	  -1.2307692e+14	  -0.0000000e+00	   6.1538462e+13	  -1.7142857e+02	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.7142857e+02	   0.0000000e+00	
  -4.8828125e-04	  -0.0000000e+00	   0.0000000e+00	  -0.0000000e+00	   0.0000000e+00	  -0.0000000e+00	   0.0000000e+00	   1.0000000e+02	   0.0000000e+00	  -1.0000000e+02	   0.0000000e+00	  -3.0000000e+02	
  -0.0000000e+00	  -7.6923077e+12	  -0.0000000e+00	   6.1538462e+13	  -0.0000000e+00	  -5.3846154e+13	   4.2857143e+01	   0.0000000e+00	  -4.2857143e+01	   0.0000000e+00	  -1.2857143e+02	   0.0000000e+00	
